data,ponto,manganes_total,turbidez,periodo,rompimento,ferro_dissolvido,intervalo
2018-05-09 18:00:00,RD045,0.0097,13.2,Estiagem,Depois,0.403,0 days 23:50:00
2018-05-10 16:20:00,RD067,0.0213,16.5,Estiagem,Depois,0.325,0 days 22:20:00
2018-06-04 16:50:00,RD011,0.0512,11.7,Estiagem,Depois,0.229,25 days 00:30:00
2018-06-04 17:20:00,RD071,0.0826,9.12,Estiagem,Depois,0.225,0 days 00:30:00
2018-06-05 17:40:00,RD035,0.0851,20.0,Estiagem,Depois,0.285,1 days 00:20:00
2018-06-06 17:00:00,RD045,0.0211,10.7,Estiagem,Depois,0.334,0 days 23:20:00
2018-06-07 16:20:00,RD067,0.0111,7.57,Estiagem,Depois,0.227,0 days 23:20:00
2018-07-24 11:15:00,RD011,0.0440070063,9.12,Estiagem,Depois,0.1645457077,46 days 18:55:00
2018-07-24 12:00:00,RD071,0.1029952703,7.86,Estiagem,Depois,0.1447026855,0 days 00:45:00
2018-07-25 17:25:00,RD045,0.0153343672,4.7,Estiagem,Depois,0.127998097,1 days 05:25:00
2018-07-27 14:00:00,RD035,0.3316939435,66.9,Estiagem,Depois,0.0914184085,1 days 20:35:00
2018-07-27 18:10:00,RD067,0.0156177783,6.53,Estiagem,Depois,0.0390329169,0 days 04:10:00
2018-08-06 16:30:00,RD011,0.120036018,28.1,Estiagem,Depois,0.2194455549,9 days 22:20:00
2018-08-06 17:20:00,RD071,0.1369558055,18.4,Estiagem,Depois,0.2081472464,0 days 00:50:00
2018-08-07 17:20:00,RD035,0.1725101694,48.4,Estiagem,Depois,0.1719625195,1 days 00:00:00
2018-08-08 17:15:00,RD045,0.0354347403,9.57,Estiagem,Depois,0.1030822177,0 days 23:55:00
2018-08-09 16:30:00,RD067,0.0087349406,4.1,Estiagem,Depois,0.0386030667,0 days 23:15:00
2018-09-10 15:00:00,RD011,0.0330266081,5.97,Estiagem,Depois,0.1657242791,31 days 22:30:00
2018-09-10 15:45:00,RD071,0.0565762339,7.54,Estiagem,Depois,0.151734699,0 days 00:45:00
2018-09-11 15:30:00,RD035,0.0689157086,14.7,Estiagem,Depois,0.1359700773,0 days 23:45:00
2018-09-12 17:50:00,RD045,0.0376810518,19.3,Estiagem,Depois,0.1013627045,1 days 02:20:00
2018-09-13 16:10:00,RD067,0.0106329427,5.84,Estiagem,Depois,0.0506998009,0 days 22:20:00
2018-10-09 11:15:00,RD011,0.041,7.2,Chuvoso,Depois,0.228,25 days 19:05:00
2018-10-09 12:00:00,RD071,0.1061,10.0,Chuvoso,Depois,0.217,0 days 00:45:00
2018-10-12 14:00:00,RD035,0.1455663956,15.6,Chuvoso,Depois,0.0961,3 days 02:00:00
2018-10-17 17:25:00,RD045,0.0293,11.5,Chuvoso,Depois,0.0636,5 days 03:25:00
2018-10-19 18:25:00,RD067,0.0112,8.18,Chuvoso,Depois,0.0528,2 days 01:00:00
2018-11-05 14:15:00,RD011,0.6430174385,84.4,Chuvoso,Depois,0.2122786698,16 days 19:50:00
2018-11-05 14:55:00,RD071,0.4028929752,47.3,Chuvoso,Depois,0.247760539,0 days 00:40:00
2018-11-06 14:05:00,RD035,0.1633592989,57.8,Chuvoso,Depois,0.4431495205,0 days 23:10:00
2018-11-07 15:25:00,RD045,0.0403916291,31.7,Chuvoso,Depois,0.2949062681,1 days 01:20:00
2018-11-08 14:00:00,RD067,0.0218598286,41.5,Chuvoso,Depois,0.2830139256,0 days 22:35:00
2018-12-10 14:30:00,RD011,0.2172357821,51.7,Chuvoso,Depois,0.2772230494,32 days 00:30:00
2018-12-10 15:10:00,RD071,0.1997396052,45.4,Chuvoso,Depois,0.208063118,0 days 00:40:00
2018-12-11 14:10:00,RD035,0.2887867876,163.0,Chuvoso,Depois,0.3855680986,0 days 23:00:00
2018-12-12 13:55:00,RD045,0.109372203,164.0,Chuvoso,Depois,0.2641562213,0 days 23:45:00
2018-12-13 15:00:00,RD067,0.0389019281,102.0,Chuvoso,Depois,0.4364262821,1 days 01:05:00
2019-01-15 10:30:00,RD011,0.0918199143,19.4,Chuvoso,Depois,0.3321887154,32 days 19:30:00
2019-01-15 11:00:00,RD071,0.1027860924,24.4,Chuvoso,Depois,0.3058326797,0 days 00:30:00
2019-01-18 12:00:00,RD035,0.095939982,45.7,Chuvoso,Depois,0.3679151779,3 days 01:00:00
2019-01-23 17:00:00,RD045,0.0259398444,14.3,Chuvoso,Depois,0.3838872895,5 days 05:00:00
2019-01-25 17:40:00,RD067,0.0347159861,11.8,Chuvoso,Depois,0.3392100913,2 days 00:40:00
2019-02-25 18:30:00,RD011,0.2053023559,34.1,Chuvoso,Depois,0.2695191782,31 days 00:50:00
2019-02-25 19:00:00,RD071,0.1441798624,24.7,Chuvoso,Depois,0.3077611103,0 days 00:30:00
2019-02-26 19:00:00,RD035,0.1533584465,55.7,Chuvoso,Depois,0.2968147304,1 days 00:00:00
2019-02-27 17:00:00,RD045,0.044323694,44.4,Chuvoso,Depois,0.3185384825,0 days 22:00:00
2019-02-28 16:30:00,RD067,0.0258195789,54.8,Chuvoso,Depois,0.2335029946,0 days 23:30:00
2019-03-25 15:40:00,RD011,0.6085858535,117.0,Chuvoso,Depois,0.2468416555,24 days 23:10:00
2019-03-25 16:30:00,RD071,0.3966179226,73.4,Chuvoso,Depois,0.2672166107,0 days 00:50:00
2019-03-26 16:00:00,RD035,0.3565503206,104.0,Chuvoso,Depois,0.2505488347,0 days 23:30:00
2019-03-27 15:40:00,RD045,0.1071256471,104.0,Chuvoso,Depois,0.2455975761,0 days 23:40:00
2019-03-28 16:40:00,RD067,0.0533404834,104.0,Chuvoso,Depois,0.3423905,1 days 01:00:00
2019-04-02 12:00:00,RD011,0.2654070549,118.0,Estiagem,Depois,0.1995355348,4 days 19:20:00
2019-04-02 12:40:00,RD071,0.139451353,30.4,Estiagem,Depois,0.3094161164,0 days 00:40:00
2019-04-05 11:00:00,RD035,0.1503795514,37.1,Estiagem,Depois,0.2769018149,2 days 22:20:00
2019-04-10 18:20:00,RD045,0.0329900819,34.7,Estiagem,Depois,0.4037056032,5 days 07:20:00
2019-04-12 18:00:00,RD067,0.0169789929,20.4,Estiagem,Depois,0.2844996326,1 days 23:40:00
2019-05-07 15:00:00,RD035,0.0868131319,34.1,Estiagem,Depois,0.203125185,24 days 21:00:00
2019-05-08 14:20:00,RD011,0.1460211789,79.4,Estiagem,Depois,0.1940033544,0 days 23:20:00
2019-05-08 15:10:00,RD071,0.1242316507,48.5,Estiagem,Depois,0.1816052257,0 days 00:50:00
2019-05-09 14:30:00,RD045,0.0190909064,13.7,Estiagem,Depois,0.3220672744,0 days 23:20:00
2019-05-10 15:40:00,RD067,0.0084304497,7.46,Estiagem,Depois,0.2191767777,1 days 01:10:00
2019-06-03 15:05:00,RD011,0.0632319836,12.1,Estiagem,Depois,0.2771089249,23 days 23:25:00
2019-06-03 15:40:00,RD071,0.0491324174,6.84,Estiagem,Depois,0.2568904532,0 days 00:35:00
2019-06-04 16:00:00,RD035,0.0663894439,13.1,Estiagem,Depois,0.2583755785,1 days 00:20:00
2019-06-05 14:20:00,RD045,0.0141229404,7.07,Estiagem,Depois,0.2642741934,0 days 22:20:00
2019-06-06 16:00:00,RD067,0.0108339345,5.49,Estiagem,Depois,0.1291334465,1 days 01:40:00
2019-07-09 11:15:00,RD011,0.0584059206,6.84,Estiagem,Depois,0.1724046955,32 days 19:15:00
2019-07-09 12:10:00,RD071,0.0441422569,4.78,Estiagem,Depois,0.1482083127,0 days 00:55:00
2019-07-10 18:30:00,RD045,0.0283703002,5.21,Estiagem,Depois,0.1112029699,1 days 06:20:00
2019-07-12 13:00:00,RD035,0.0569578551,9.47,Estiagem,Depois,0.1072181317,1 days 18:30:00
2019-07-12 18:40:00,RD067,0.0120463971,4.98,Estiagem,Depois,0.0656707539,0 days 05:40:00
2019-08-05 15:30:00,RD011,0.042531226,4.1,Estiagem,Depois,0.134580631,23 days 20:50:00
2019-08-05 15:50:00,RD071,0.0550623872,3.84,Estiagem,Depois,0.1485581983,0 days 00:20:00
2019-08-06 16:00:00,RD035,0.0561928193,6.24,Estiagem,Depois,0.0835176602,1 days 00:10:00
2019-08-07 14:30:00,RD045,0.025501559,3.03,Estiagem,Depois,0.0656948258,0 days 22:30:00
2019-08-08 16:00:00,RD067,0.0075833498,3.17,Estiagem,Depois,0.0500352247,1 days 01:30:00
2019-09-02 15:00:00,RD011,0.0362653941,4.41,Estiagem,Depois,0.1437109524,24 days 23:00:00
2019-09-02 16:00:00,RD071,0.0590328191,5.02,Estiagem,Depois,0.1219600335,0 days 01:00:00
2019-09-03 16:30:00,RD035,0.0585298598,13.4,Estiagem,Depois,0.0922235346,1 days 00:30:00
2019-09-04 15:10:00,RD045,0.0283745724,6.94,Estiagem,Depois,0.0493515503,0 days 22:40:00
2019-09-05 16:20:00,RD067,0.00509885,1.55,Estiagem,Depois,0.03,1 days 01:10:00
2019-10-08 11:30:00,RD071,0.0895727691,5.17,Chuvoso,Depois,0.185600226,32 days 19:10:00
2019-10-08 12:00:00,RD011,0.0425842809,5.17,Chuvoso,Depois,0.2040475006,0 days 00:30:00
2019-10-11 13:00:00,RD035,0.1182525873,12.3,Chuvoso,Depois,0.1393228547,3 days 01:00:00
2019-10-16 17:40:00,RD045,0.0311446917,5.17,Chuvoso,Depois,0.0889180354,5 days 04:40:00
2019-10-18 18:10:00,RD067,0.0100772507,2.04,Chuvoso,Depois,0.031563819,2 days 00:30:00
2019-11-04 14:50:00,RD011,0.2037916496,37.3,Chuvoso,Depois,0.2244077112,16 days 20:40:00
2019-11-04 15:20:00,RD071,0.1460061393,14.7,Chuvoso,Depois,0.1906080255,0 days 00:30:00
2019-11-05 15:40:00,RD035,0.130776724,55.4,Chuvoso,Depois,0.1978755934,1 days 00:20:00
2019-11-06 14:10:00,RD045,0.051441672,10.4,Chuvoso,Depois,0.1482991595,0 days 22:30:00
2019-11-07 15:10:00,RD067,0.021734541,40.4,Chuvoso,Depois,0.154336863,1 days 01:00:00
2019-12-09 16:00:00,RD011,0.3344200346,114.0,Chuvoso,Depois,0.3747930854,32 days 00:50:00
2019-12-09 16:20:00,RD071,0.2995157752,61.5,Chuvoso,Depois,0.3681980585,0 days 00:20:00
2019-12-10 15:15:00,RD035,0.3304798345,243.0,Chuvoso,Depois,0.7546290626,0 days 22:55:00
2019-12-11 16:00:00,RD045,0.2065236872,204.0,Chuvoso,Depois,0.5711525737,1 days 00:45:00
2019-12-12 15:00:00,RD067,0.0498243936,147.0,Chuvoso,Depois,1.2250775615,0 days 23:00:00
2020-01-14 12:15:00,RD071,0.485,98.1,Chuvoso,Depois,0.208243276,32 days 21:15:00
2020-01-14 12:55:00,RD011,0.495,127.0,Chuvoso,Depois,0.245442798,1 days 00:10:00
2020-01-17 17:40:00,RD035,0.28,149.0,Chuvoso,Depois,0.162436536,0 days 23:20:00
2020-01-23 18:25:00,RD045,0.193,173.0,Chuvoso,Depois,0.917248385,1 days 01:52:00
2020-01-24 18:35:00,RD067,0.115,357.0,Chuvoso,Depois,0.392534328,0 days 01:05:00
2020-02-03 16:20:00,RD011,1.55021950675119,307.0,Chuvoso,Depois,0.2445672841,11 days 22:06:00
2020-02-03 17:00:00,RD071,0.83862265738119,172.0,Chuvoso,Depois,0.2285564239,1 days 01:00:00
2020-02-04 15:00:00,RD035,0.39865922127119,193.0,Chuvoso,Depois,0.2487502328,0 days 22:50:00
2020-02-05 14:20:00,RD045,0.15362673566119,120.0,Chuvoso,Depois,0.3901062001,8 days 04:50:00
2020-02-06 14:50:00,RD067,0.05741672784419,90.4,Chuvoso,Depois,0.4973181357,0 days 00:40:00
2020-03-02 15:10:00,RD011,4.15469517114102,885.0,Chuvoso,Depois,0.1972474819,32 days 01:00:00
2020-03-02 15:38:00,RD071,1.35248327294102,540.0,Chuvoso,Depois,0.3274640099,0 days 23:40:00
2020-03-03 17:30:00,RD035,0.41102502411102,384.0,Chuvoso,Depois,0.3443991606,9 days 00:00:00
2020-03-04 14:35:00,RD045,0.72572676201102,463.0,Chuvoso,Depois,0.2903513745,1 days 01:20:00
2020-03-05 14:00:00,RD067,0.24623066240102,508.0,Chuvoso,Depois,0.4349822589,0 days 00:25:00
2020-07-07 11:35:00,RD071,0.091689659,9.58,Estiagem,Depois,0.2544994959,25 days 18:30:00
2020-07-07 12:40:00,RD011,0.0680216792,10.7,Estiagem,Depois,0.2140165327,0 days 00:30:00
2020-07-14 17:50:00,RD035,0.0816289319,22.3,Estiagem,Depois,0.2515805246,3 days 03:30:00
2020-07-20 18:00:00,RD045,0.0158163992,9.66,Estiagem,Depois,0.26220929,6 days 00:00:00
2020-07-22 18:34:00,RD067,0.0122396484,8.2,Estiagem,Depois,0.1781926528,4 days 02:20:00
2020-08-03 16:40:00,RD011,0.0545553485,7.52,Estiagem,Depois,0.2201137084,20 days 23:00:00
2020-08-03 17:10:00,RD071,0.0669358453,7.02,Estiagem,Depois,0.2321124219,0 days 00:40:00
2020-08-04 14:20:00,RD035,0.1091911835,33.1,Estiagem,Depois,0.2076626395,0 days 20:40:00
2020-08-05 13:30:00,RD045,0.0196138328,7.37,Estiagem,Depois,0.1898746993,0 days 23:58:00
2020-08-06 14:30:00,RD067,0.0071110712,3.8,Estiagem,Depois,0.0899215036,1 days 00:58:00
2020-09-14 13:30:00,RD011,0.0494863956,4.69,Estiagem,Depois,0.2467474954,19 days 00:34:00
2020-09-14 14:20:00,RD071,0.0600285591,6.54,Estiagem,Depois,0.2333333932,0 days 00:35:00
2020-09-15 15:40:00,RD035,0.0487798692,14.6,Estiagem,Depois,0.1788607465,0 days 22:45:00
2020-09-16 14:30:00,RD045,0.022043878,5.48,Estiagem,Depois,0.099545266,0 days 23:00:00
2020-09-17 16:30:00,RD067,0.0082377128,2.92,Estiagem,Depois,0.0580932204,0 days 05:30:00
2020-10-06 11:10:00,RD011,0.0368669084,3.57,Chuvoso,Depois,0.2376099228,39 days 16:20:00
2020-10-06 11:50:00,RD071,0.087396571,4.82,Chuvoso,Depois,0.1634779525,0 days 01:00:00
2020-10-14 16:40:00,RD035,0.207602482,15.7,Chuvoso,Depois,0.1295627409,3 days 06:40:00
2020-10-19 15:20:00,RD045,0.0573379777,22.4,Chuvoso,Depois,0.0928966349,5 days 22:20:00
2020-10-21 17:00:00,RD067,0.1418444598,10.8,Chuvoso,Depois,0.0568949282,4 days 01:50:00
2020-11-09 14:00:00,RD011,0.2769721741,29.7,Chuvoso,Depois,0.3062632767,14 days 19:05:00
2020-11-09 14:40:00,RD071,0.1877448788,23.3,Chuvoso,Depois,0.2863998969,0 days 00:45:00
2020-11-10 15:00:00,RD035,0.260427097,90.7,Chuvoso,Depois,0.3842295628,0 days 23:30:00
2020-11-11 14:30:00,RD045,0.0575127493,46.9,Chuvoso,Depois,0.5199546662,0 days 21:30:00
2020-11-12 14:20:00,RD067,0.0278219409,35.9,Chuvoso,Depois,0.566117273,0 days 04:20:00
2020-12-14 15:20:00,RD011,1.3409527621,257.0,Chuvoso,Depois,0.1432698868,32 days 00:25:00
2020-12-14 15:50:00,RD071,0.8137342453,140.0,Chuvoso,Depois,0.1660751794,0 days 00:45:00
2020-12-15 15:15:00,RD035,0.4384296137,192.0,Chuvoso,Depois,0.4674073669,0 days 21:50:00
2020-12-16 14:20:00,RD045,0.155459511,126.0,Chuvoso,Depois,0.5553276314,0 days 20:40:00
2020-12-17 14:00:00,RD067,0.049573636,104.0,Chuvoso,Depois,0.5473024378,0 days 05:55:00
2021-01-12 11:10:00,RD071,0.7566517618,111.0,Chuvoso,Depois,0.2044631818,19 days 17:20:00
2021-01-12 11:50:00,RD011,1.8914493983,255.0,Chuvoso,Depois,0.1488933665,0 days 00:45:00
2021-01-15 16:00:00,RD035,0.309468217,170.0,Chuvoso,Depois,0.2361949062,3 days 07:40:00
2021-01-24 16:00:00,RD045,0.027463173,36.5,Chuvoso,Depois,0.5090597258,5 days 21:20:00
2021-01-26 19:00:00,RD067,0.0113076165,33.5,Chuvoso,Depois,0.390841573,4 days 00:50:00
2021-02-08 15:20:00,RD011,5.7974054138,1036.0,Chuvoso,Depois,0.4700191906,21 days 18:00:00
2021-02-08 15:55:00,RD071,4.8429589318,448.0,Chuvoso,Depois,0.5353825167,0 days 00:30:00
2021-02-09 17:15:00,RD035,0.1472852347,283.0,Chuvoso,Depois,0.2150319744,1 days 01:55:00
2021-02-10 13:20:00,RD045,0.3230321069,251.0,Chuvoso,Depois,0.2200390232,0 days 21:55:00
2021-02-11 14:20:00,RD067,0.0639802872,261.0,Chuvoso,Depois,0.124985023,0 days 06:40:00
2021-03-08 14:20:00,RD011,0.3325125902,93.1,Chuvoso,Depois,0.2952089061,25 days 18:10:00
2021-03-08 14:45:00,RD071,0.3524011312,58.5,Chuvoso,Depois,0.1284949074,0 days 00:40:00
2021-03-09 15:40:00,RD035,0.5249061741,192.0,Chuvoso,Depois,0.4573324146,1 days 01:00:00
2021-03-10 13:40:00,RD045,0.0951223874,87.1,Chuvoso,Depois,0.4331393309,0 days 21:50:00
2021-03-11 16:30:00,RD067,0.056252388,90.2,Chuvoso,Depois,0.8702263706,0 days 05:30:00
2021-04-06 11:00:00,RD071,0.1211,21.4,Estiagem,Depois,0.1893,
2021-04-06 11:30:00,RD011,0.1288,22.7,Estiagem,Depois,0.202,
2021-04-09 15:00:00,RD035,0.1392,37.5,Estiagem,Depois,0.1833,
2021-04-15 15:00:00,RD045,0.0245,23.1,Estiagem,Depois,0.383,
2021-04-19 17:20:00,RD067,0.0099,9.3,Estiagem,Depois,0.29,
2021-05-10 16:20:00,RD011,0.036,4.72,Estiagem,Depois,0.1991,
2021-05-10 17:00:00,RD071,0.0451,5.26,Estiagem,Depois,0.1754,
2021-05-11 13:40:00,RD035,0.0975,30.2,Estiagem,Depois,0.259,
2021-05-12 13:38:00,RD045,0.0133,12.6,Estiagem,Depois,0.247,
2021-05-13 14:36:00,RD067,0.003,6.24,Estiagem,Depois,0.15,
2021-06-01 15:10:00,RD011,0.1037,18.3,Estiagem,Depois,0.292,
2021-06-01 15:45:00,RD071,0.08,17.5,Estiagem,Depois,0.1605,
2021-06-02 14:30:00,RD035,0.1499,71.2,Estiagem,Depois,0.244,
2021-06-03 13:30:00,RD045,0.0149,7.4,Estiagem,Depois,0.222,
2021-06-03 19:00:00,RD067,0.0078,3.26,Estiagem,Depois,0.1187,
2021-07-13 11:20:00,RD071,0.049496452,3.83,Estiagem,Depois,0.105336158,
2021-07-13 12:20:00,RD011,0.053567157,7.61,Estiagem,Depois,0.085404563,
2021-07-16 19:00:00,RD035,0.060625364,8.48,Estiagem,Depois,0.130193452,
2021-07-22 17:20:00,RD045,0.026369381,7.38,Estiagem,Depois,0.121413071,
2021-07-26 19:10:00,RD067,0.006127031,2.66,Estiagem,Depois,0.035129218,
2021-08-10 14:15:00,RD011,0.056980906,7.8,Estiagem,Depois,0.132111649,
2021-08-10 15:00:00,RD071,0.067684535,7.87,Estiagem,Depois,0.133859501,
2021-08-11 14:30:00,RD035,0.111648045,30.9,Estiagem,Depois,0.144358668,
2021-08-12 12:00:00,RD045,0.017117142,4.44,Estiagem,Depois,0.103900479,
2021-08-12 16:20:00,RD067,0.003,2.22,Estiagem,Depois,0.03,
2021-09-13 16:45:00,RD011,0.051165628,6.55,Estiagem,Depois,0.151751138,
2021-09-13 17:30:00,RD071,0.031516829,5.38,Estiagem,Depois,0.212908786,
2021-09-14 15:20:00,RD035,0.028654498,12.8,Estiagem,Depois,0.092555736,
2021-09-15 12:00:00,RD045,0.024569213,4.54,Estiagem,Depois,0.093329729,
2021-09-15 17:55:00,RD067,0.00726559,6.71,Estiagem,Depois,0.057101264,
2021-10-05 11:15:00,RD071,0.2187979632,40.8,Chuvoso,Depois,0.919995807,
2021-10-05 12:00:00,RD011,0.3246357337,73.1,Chuvoso,Depois,0.145369103,
2021-10-08 19:40:00,RD035,0.3027421107,48.3,Chuvoso,Depois,0.5656426255,
2021-10-14 17:00:00,RD045,0.1940190473,104.0,Chuvoso,Depois,0.1472431722,
2021-10-18 17:50:00,RD067,0.0162924123,15.5,Chuvoso,Depois,1.142277238,
2021-11-09 11:50:00,RD071,0.2038169019,43.1,Chuvoso,Depois,0.3435717885,
2021-11-09 12:20:00,RD011,0.2198148482,53.7,Chuvoso,Depois,0.2457815124,
2021-11-10 14:15:00,RD035,0.7255552849,1836.0,Chuvoso,Depois,0.2041072952,
2021-11-11 12:10:00,RD045,0.13413725,214.0,Chuvoso,Depois,0.5298063663,
2021-11-11 18:50:00,RD067,0.0233196791,132.0,Chuvoso,Depois,0.4786054158,
2021-12-07 13:00:00,RD011,0.6990936475,128.0,Chuvoso,Depois,0.243258444,
2021-12-07 13:40:00,RD071,0.575673633,84.1,Chuvoso,Depois,0.2267352608,
2021-12-08 14:40:00,RD035,0.4232652095,260.0,Chuvoso,Depois,0.3505824062,
2021-12-09 12:30:00,RD045,0.1298354723,192.0,Chuvoso,Depois,0.4612612269,
2021-12-09 18:00:00,RD067,0.0943976863,274.0,Chuvoso,Depois,0.3838199279,
